id,session_id,player_id,timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,orientation_x,orientation_y,orientation_z,battery_level,created_at
25722172-f522-4fc3-bcc4-6f40359ce32a,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.0,0.31,-1.38,-0.54,0.37,-0.2,-0.38,36.69,28.38,-19.62,-79.8,87.01,-120.06,3750,2025-03-30 15:53:37.266269+00
470f169f-0dcd-475c-a6fd-3d4357f1b890,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.1,0.31,-1.38,-0.54,0.01,-4.04,-1.45,36.69,28.38,-19.62,-61.68,76.89,-107.49,3764,2025-03-30 15:53:37.266269+00
53b314ac-0fe7-4a7f-9849-6ee9d4cb7eda,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.2,2.59,1.51,-7.18,0.19,-9.32,-1.43,26.38,33.25,-27.81,-61.68,76.89,-107.49,3753,2025-03-30 15:53:37.266269+00
6ef4a6a5-85d3-4c9d-ae53-28a0e688eb1a,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.3,-0.05,1.45,-0.68,0.19,-9.32,-1.43,-32.19,35.75,-4.19,-61.68,76.89,-107.49,3763,2025-03-30 15:53:37.266269+00
a59fa03c-7dd6-4e4c-be10-21a8e6fe6946,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.4,-10.67,0.04,-5.39,1.56,25.48,-1.88,-12.0,21.69,-33.06,-61.68,76.89,-107.49,3763,2025-03-30 15:53:37.266269+00
de55cd58-e284-4f5b-89b3-fd8096c19260,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.5,-10.67,0.04,-5.39,-0.92,8.82,2.83,-12.0,21.69,-33.06,-62.82,81.92,-150.07,3764,2025-03-30 15:53:37.266269+00
947d7b90-54ce-4ea1-afd1-db95317f5605,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.6,-0.82,0.76,-6.66,-1.77,-2.86,1.39,42.38,7.19,22.06,-62.82,81.92,-150.07,3753,2025-03-30 15:53:37.266269+00
96ba56bb-0d17-4171-8477-a03494382d48,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.7,-0.82,0.76,-6.66,-2.79,-3.9,0.02,42.38,7.19,22.06,153.09,113.11,65.44,3764,2025-03-30 15:53:37.266269+00
fe287987-f841-42a3-bab9-046744930c4b,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.8,-0.82,0.76,-6.66,-4.3,-4.03,-4.59,42.38,7.19,22.06,86.97,89.26,12.88,3764,2025-03-30 15:53:37.266269+00
64c9e534-6414-45ae-aefb-6f67eca87f11,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,4.9,-0.82,0.76,-6.66,-6.67,1.64,-14.65,42.38,7.19,22.06,-52.23,72.97,-103.42,3764,2025-03-30 15:53:37.266269+00
d48622e6-c7b4-48af-b31d-66f360dab293,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.0,-0.82,0.76,-6.66,-4.37,1.43,-6.19,42.38,7.19,22.06,-110.46,-160.01,-124.0,3764,2025-03-30 15:53:42.015539+00
ebd90fdf-7ca7-409c-98c3-e8bbe5fc2f1c,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.1,-0.82,0.76,-6.66,-2.16,2.37,-6.08,42.38,7.19,22.06,-144.73,-130.04,-103.87,3764,2025-03-30 15:53:42.015539+00
156fa1a6-d2c4-423f-88da-ed31293824d0,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.2,-0.82,0.76,-6.66,0.23,1.76,-3.15,42.38,7.19,22.06,157.07,-116.02,-47.47,3764,2025-03-30 15:53:42.015539+00
caa8b8f8-0b9e-4d9d-b84a-294aa318f00a,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.3,-0.82,0.76,-6.66,1.49,-0.15,0.59,42.38,7.19,22.06,126.49,-111.8,-10.62,3764,2025-03-30 15:53:42.015539+00
f59cbbe6-29b6-4515-8abc-7d253b5a5978,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.4,-0.82,0.76,-6.66,1.65,-0.13,1.43,42.38,7.19,22.06,140.71,-118.04,-17.93,3766,2025-03-30 15:53:42.015539+00
a131e5b8-da53-4519-b334-040891f10168,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.5,-0.82,0.76,-6.66,0.9,-0.41,1.69,42.38,7.19,22.06,164.63,-126.19,-36.21,3763,2025-03-30 15:53:42.015539+00
4cc8b4e2-5ce9-4488-b12c-60cafbec17d8,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.6,-0.82,0.76,-6.66,0.47,-0.21,1.56,42.38,7.19,22.06,-177.77,-132.93,-52.3,3766,2025-03-30 15:53:42.015539+00
4684a17f-2895-41b0-8327-4d5b825f19e0,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.7,-0.82,0.76,-6.66,0.1,0.88,1.62,42.38,7.19,22.06,-167.08,-136.23,-64.29,3764,2025-03-30 15:53:42.015539+00
715c0e7e-c2ce-4862-98b2-8b2885b0353c,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.8,-0.82,0.76,-6.66,0.44,1.03,1.76,42.38,7.19,22.06,-156.51,-135.42,-78.0,3764,2025-03-30 15:53:42.015539+00
7d4d9587-efbb-461d-936a-a0f5ca75f01d,958d1c04-d4fb-49b9-ad9e-1725b8983246,f50b0082-d68f-467e-9784-9f3aaf467fe5,5.9,-0.82,0.76,-6.66,0.75,1.67,1.25,42.38,7.19,22.06,-144.95,-134.92,-91.61,3764,2025-03-30 15:53:42.015539+00
