id,session_id,player_id,timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,orientation_x,orientation_y,orientation_z,battery_level,created_at
b5cbefc2-aeba-4efb-ac16-1266588f1427,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0,-0.08,0.03,0.03,0,-0.01,0,-37.56,6.5,11.62,-23.5,-79.67,-41.8,3705,2025-03-31 15:16:42.342605+00
db2dda68-5274-4c63-b9d3-9fe38b18177a,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.1,-0.08,0.03,0.03,0,-0.03,0,-37.56,6.5,11.62,-23.65,-79.71,-42.01,3703,2025-03-31 15:16:42.342605+00
69404db5-335f-4719-88b9-fb5c1ec6673d,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.2,-0.08,0.03,0.03,0,-0.02,0,-37.56,6.5,11.62,-23.78,-79.74,-42.22,3703,2025-03-31 15:16:42.342605+00
79d9eca0-ace5-4ed5-884c-8af30908f455,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.3,-0.08,0.03,0.03,0,-0.01,0,-37.56,6.5,11.62,-23.87,-79.73,-42.44,3705,2025-03-31 15:16:42.342605+00
d2b864aa-30a0-4dd7-a980-eeaef560ad09,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.4,-0.08,0.03,0.03,0,0.04,0,-37.56,6.5,11.62,-23.92,-79.72,-42.71,3705,2025-03-31 15:16:42.342605+00
2cd36952-c661-4356-ae2e-9698f4ea8f93,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.5,-0.08,0.03,0.03,0,0.04,0,-37.56,6.5,11.62,-24.03,-79.73,-42.93,3705,2025-03-31 15:16:42.342605+00
2bfdf5ed-17fc-477f-b65b-32e9b5074dc1,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.6,-0.08,0.03,0.03,0,0.01,0,-37.56,6.5,11.62,-24.11,-79.73,-43.15,3703,2025-03-31 15:16:42.342605+00
b17991fa-ac59-4be9-bf14-6d820a6f3eb8,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.7,-0.08,0.03,0.03,0,0.02,0,-37.56,6.5,11.62,-24.11,-79.71,-43.43,3703,2025-03-31 15:16:42.342605+00
ced4aafa-8d5c-44d1-82f3-c7921a9da584,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.8,-0.08,0.03,0.03,0,-0.01,0,-37.56,6.5,11.62,-24.23,-79.73,-43.62,3703,2025-03-31 15:16:42.342605+00
b7020404-e78e-4f18-a317-6364be13fa9b,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,0.9,-0.08,0.03,0.03,0,-0.05,0,-37.56,6.5,11.62,-24.34,-79.76,-43.77,3706,2025-03-31 15:16:42.342605+00
0d45c4ce-783b-433a-81d1-5bb9061f03cc,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,1,-0.08,0.03,0.03,0,-0.02,0,-37.56,6.5,11.62,-24.45,-79.77,-43.94,3703,2025-03-31 15:16:42.451427+00
cc242a57-fcdb-488e-927c-0bf9e4a35135,5fc1bdff-dbf5-4825-a4b5-fe1d2aed8b21,f50b0082-d68f-467e-9784-9f3aaf467fe5,1.1,-0.08,0.03,0.03,0,-0.01,0,-37.56,6.5,11.62,-24.49,-79.77,-44.12,3703,2025-03-31 15:16:42.451427+00
